date,norad_id,satellite_name,altitude_km,semi_major_axis_km,decay_rate_m,is_maneuver,sin_doy,cos_doy,eccentricity,perigee_alt_km,mean_motion,is_circular,Kp_mean,Kp_max,Kp_min,Kp_Lag_3h,Kp_Lag_6h,Kp_Lag_24h,Kp_Roll_24h_Mean,Kp_Roll_72h_Mean
2024-11-15,11,VANGUARD 2,786.6845843394096,8109.017661446,7.748126522528764,False,-0.7021479494046978,0.7120310787787131,0.1453583,552.1676395082332,0.05187615375441989,False,2.638875,3.333,2.0,2.736083333333333,2.902791666666667,2.361,2.7706128472222233,1.918375
2024-11-16,11,VANGUARD 2,1526.7739324693764,8109.01191856839,5.742877609918651,False,-0.6897960046655887,0.7240037789593305,0.1453542,552.1959783544171,0.051876208863191026,False,1.291625,3.333,0.0,1.5555416666666666,1.819416666666667,2.638875,2.1485034722222234,2.191643325617284
2024-11-17,11,VANGUARD 2,2303.370946686014,8109.007367015449,4.5515529409385636,False,-0.6772399381909491,0.7357622347736527,0.1453485,552.2383097308038,0.05187625254005556,False,1.5972916666666668,2.667,0.333,1.5277916666666667,1.3889166666666666,1.291625,1.2629363425925935,2.0606842206790126
2024-11-18,11,VANGUARD 2,2801.2102649642525,8109.00402951715,3.3374982986060786,False,-0.6644834655228552,0.7473029667054296,0.1453454,552.2605952453678,0.051876284566847335,False,0.930625,2.0,0.0,0.8611666666666666,0.888875,1.5972916666666668,1.130263310185186,1.513901041666667
2024-11-19,11,VANGUARD 2,2892.959959698656,8108.997263591084,6.765926065781969,False,-0.6515303615068021,0.75862255966641,0.1453431,552.2734634092385,0.051876349493095504,False,1.7639583333333333,2.667,0.5553333333333332,1.8473333333333333,1.7084583333333334,0.930625,1.3519351851851862,1.2483782793209877
2024-11-20,11,VANGUARD 2,2560.5933085189426,8108.990524961007,6.738630077052221,False,-0.6383844591746642,0.7697176640069211,0.1453411,552.2839221735976,0.051876414157544286,False,1.73625,2.667,0.333,1.6945416666666666,1.8334166666666665,1.7639583333333333,1.8914762731481491,1.4578915895061728
2024-11-21,11,VANGUARD 2,1879.6518982121872,8108.983677217657,6.847743350590463,False,-0.6250496486104377,0.7805849965070866,0.1453391,552.2942876561528,0.05187647986919063,False,1.8334583333333334,3.0,0.0,1.6667916666666667,1.4307083333333335,1.73625,1.515947337962964,1.5864529320987657
2024-11-22,11,VANGUARD 2,1073.6705346028966,8108.976224743149,7.452474507772422,False,-0.6115298757991053,0.7912213413483807,0.1453366,552.3081907581436,0.05187655138405673,False,2.305625,3.333,0.667,2.264,2.277875,1.8334583333333334,2.1056568287037045,1.8376934799382718
2024-11-23,11,VANGUARD 2,573.2252737175668,8108.969872647522,6.352095627335075,False,-0.5978291414589552,0.801623551065242,0.1453362,552.3060054424468,0.051876612339680855,False,1.8750833333333334,2.667,1.333,2.0000833333333334,2.0973333333333333,2.305625,2.215711226851853,1.9457717978395062
2024-11-24,11,VANGUARD 2,768.2265370057394,8108.961810914863,8.061732658461551,False,-0.5839514998576998,0.8117885474764613,0.145335,552.308846125552,0.05187668970139995,False,1.6249583333333335,4.0,0.333,1.3749583333333335,1.319375,1.8750833333333334,1.6111319444444454,1.9775
2024-11-25,11,VANGUARD 2,1499.259511310284,8108.951193829948,10.61708491488389,False,-0.5699010576127624,0.8217133225960589,0.1453322,552.3224771380155,0.05187679158499503,False,2.40275,3.333,1.667,2.5832916666666668,2.6666250000000002,1.6249583333333335,2.213287037037038,2.0133767361111112
2024-11-26,11,VANGUARD 2,2283.945736895627,8108.939881102764,11.312727184304094,False,-0.5556819724760489,0.8313949395234058,0.1453304,552.3274046061479,0.05187690014447451,False,1.1945416666666666,3.0,0.333,1.3195,1.3889583333333333,2.40275,1.8131203703703713,1.8791797839506172
2024-11-27,11,VANGUARD 2,2796.383915767535,8108.927140691173,12.740411591039447,False,-0.5412984521036173,0.8408305333122887,0.1453273,552.3416534378057,0.05187702240478861,False,1.0417916666666667,2.333,0.667,0.9446249999999999,0.916875,1.1945416666666666,0.9245746527777787,1.6503273533950618
2024-11-28,11,VANGUARD 2,2903.044913270412,8108.916209985353,10.930705820101139,False,-0.5267547528105542,0.8500173118187018,0.1453257,552.3452855278847,0.05187712729907666,False,0.666625,1.667,0.0,0.8610416666666666,0.9305,1.0417916666666667,1.0081070601851863,1.2486006944444445
2024-11-29,11,VANGUARD 2,2582.742980541117,8108.9092032586095,7.006726743384206,False,-0.5120551783114646,0.8589525565270845,0.145326,552.3368643858485,0.05187719453788609,False,1.9028333333333334,3.7776666666666667,0.667,1.5695,1.3750416666666665,0.666625,1.1728275462962972,1.03516975308642
2024-11-30,11,VANGUARD 2,1907.7239224347695,8108.899700324396,9.502934213742265,False,-0.4972040784469378,0.8676336233547726,0.1453247,552.3392840446631,0.051877285731339505,False,1.7917500000000002,4.333,0.667,1.9723333333333333,2.1112083333333334,1.9028333333333334,2.13800925925926,1.4396479552469137
2024-12-01,11,VANGUARD 2,1097.540404116504,8108.887082835148,12.617489247531921,False,-0.4822058478963526,0.8760579434344281,0.1453251,552.3252566334222,0.05187740681355636,False,1.5416666666666667,2.667,1.0,1.4444166666666665,1.3332916666666665,1.7917500000000002,1.34261863425926,1.551151813271605
2024-12-02,11,VANGUARD 2,580.4234218253099,8108.879262289876,7.820545271897572,False,-0.46706492487743034,0.8842230238742036,0.1453261,552.3104637304114,0.0518774818627142,False,1.3334166666666667,2.888666666666667,0.0,1.3473333333333333,1.4028749999999999,1.5416666666666667,1.5104531250000008,1.6636936728395062
2024-12-03,11,VANGUARD 2,749.6491770326511,8108.87423805417,5.024235706514446,False,-0.451785789832884,0.8921264484954345,0.1453265,552.3029260975909,0.051877530077434786,False,2.4166666666666665,3.333,1.4443333333333332,2.52775,2.402791666666667,1.3334166666666667,1.9774930555555565,1.6101882716049385
2024-12-04,11,VANGUARD 2,1462.4704384601152,8108.860975018658,13.263035511954513,False,-0.4363729641045924,0.8997658785476209,0.1453263,552.293212304804,0.05187765735557048,False,1.6389166666666668,2.0,1.0,1.625,1.7360833333333332,2.4166666666666665,1.937684027777779,1.8085434027777778
2024-12-05,11,VANGUARD 2,2248.090067287543,8108.851795047435,9.179971222692984,False,-0.42083100859565564,0.9071390534005044,0.1453255,552.291853506269,0.05187774545106448,False,1.0695833333333333,2.333,0.667,1.1668333333333334,1.3195833333333333,1.6389166666666668,1.4881099537037048,1.8010956790123458
2024-12-06,11,VANGUARD 2,2776.155905470453,8108.843447161538,8.347885896910157,False,-0.4051645224207563,0.9142437912130223,0.1453251,552.2879623184435,0.05187782556167715,False,1.0555,2.333,0.333,1.0555,1.013875,1.0695833333333333,1.0200908564814826,1.4819616126543211
2024-12-07,11,VANGUARD 2,2906.0258470762997,8108.834144477403,9.302684135036543,False,-0.3893781415452015,0.9210779895789526,0.1453232,552.2954183326847,0.05187791483526839,False,1.2778333333333334,1.667,0.667,1.2361666666666666,1.1527916666666667,1.0555,1.0632997685185195,1.1905001929012347
2024-12-08,11,VANGUARD 2,2610.391282604472,8108.8196403456905,14.504131712783419,False,-0.37347653741307074,0.9276396261490467,0.1453199,552.3097810926183,0.05187805402527623,False,1.5415416666666666,3.1110000000000007,0.333,1.4582083333333333,1.4721250000000001,1.2778333333333334,1.3589074074074083,1.147432677469136
2024-12-09,11,VANGUARD 2,1953.416287932858,8108.807741550015,11.898795675733709,False,-0.3574644155648614,0.9339267592294762,0.1453163,552.328803136611,0.05187816821344255,False,2.986041666666667,4.333,2.333,2.861083333333333,2.6666666666666665,1.5415416666666666,2.401949652777779,1.6080522762345681
2024-12-10,11,VANGUARD 2,1140.7100681289426,8108.796979474747,10.762075267848559,False,-0.34134651424503615,0.9399375283564133,0.1453144,552.3350116805623,0.05187827149330103,False,1.7082500000000003,2.333,1.0,1.8470833333333332,2.0554166666666664,2.986041666666667,2.3907285879629643,2.050528549382716
2024-12-11,11,VANGUARD 2,591.0611187048921,8108.795156245423,1.823229324145359,False,-0.3251276029999093,0.9456701548465688,0.1453136,552.3399404288384,0.051878288990226784,False,1.34725,2.0,0.667,1.3612083333333331,1.430625,1.7082500000000003,1.5112083333333344,2.1012955246913583
2024-12-12,11,VANGUARD 2,722.0522028066574,8108.786772131748,8.384113674765103,False,-0.30881248126625377,0.9511229423235357,0.1453121,552.3449378210626,0.0518783694499053,False,1.0277916666666667,2.333,0.11100000000000002,1.2083333333333333,1.1945000000000001,1.34725,1.2282349537037047,1.7100572916666668
2024-12-13,11,VANGUARD 2,1418.2680358439368,8108.779633830787,7.1383009608325665,False,-0.29240597695107734,0.9562942772197719,0.1453124,552.3364041677141,0.05187843795407844,False,0.8195416666666667,1.667,0.0,0.7639166666666667,0.8055,1.0277916666666667,0.7465069444444454,1.1619834104938274
2024-12-14,11,VANGUARD 2,2207.0653340313584,8108.7712315705485,8.40226023865398,False,-0.27591294500296043,0.9611826292540837,0.1453107,552.34300777117,0.05187851858828989,False,1.9722083333333333,3.333,0.667,1.7083333333333333,1.4028333333333334,0.8195416666666667,1.2331221064814823,1.06928800154321
2024-12-15,11,VANGUARD 2,2750.584737332423,8108.760005857476,11.225713072235521,False,-0.2593382659754056,0.9657865518844574,0.1453088,552.3488199183339,0.051878626318737964,False,2.388916666666667,3.0,1.6663333333333332,2.4862083333333334,2.555625,1.9722083333333333,2.449084490740742,1.4762378472222224
2024-12-16,11,VANGUARD 2,2903.37830053975,8108.751449062184,8.556795291951858,False,-0.2426868445825954,0.9701046827361175,0.1453084,552.3447500012771,0.05187870843647927,False,2.6807499999999997,3.667,1.333,2.4723333333333333,2.3334166666666665,2.388916666666667,2.373933449074075,2.018713348765432
2024-12-17,11,VANGUARD 2,2634.4156504181374,8108.741792004708,9.657057476033515,False,-0.22596360824801906,0.974135744004672,0.1453088,552.3332526986551,0.051878801113462554,False,3.8193333333333332,5.333,2.0,3.888833333333334,4.055541666666667,2.6807499999999997,3.6292928240740747,2.8174369212962964
2024-12-18,11,VANGUARD 2,2001.917739691276,8108.731193826418,10.59817828991072,False,-0.20917350564635637,0.9778785428342386,0.1453118,552.2998683353526,0.05187890282252471,False,2.763916666666667,3.667,1.0,2.9166666666666665,2.861083333333333,3.8193333333333332,3.0587806712962973,3.0206689814814816
2024-12-19,11,VANGUARD 2,1196.861337776882,8108.726178913283,5.014913135710231,False,-0.19232150523909483,0.9813319716704275,0.145315,552.2696342244999,0.05187895094997883,False,2.25,3.667,1.333,2.0833333333333335,2.1389166666666664,2.763916666666667,2.5148987268518526,3.0676574074074074
2024-12-20,11,VANGUARD 2,615.2259897811705,8108.714921529986,11.257383296651824,False,-0.17541259380427843,0.9844950085880858,0.1453186,552.2308213341394,0.05187905898585953,False,2.5138333333333334,3.667,1.0,2.6249583333333333,2.5555416666666666,2.25,2.3525966435185195,2.642092013888889
2024-12-21,11,VANGUARD 2,689.4149176391163,8108.706642195072,8.279334913822822,False,-0.15845177496083632,0.9873667175937016,0.1453217,552.1986081499927,0.051879138441973734,False,2.847166666666667,3.333,1.999666666666667,2.8055416666666666,2.75,2.5138333333333334,2.700747685185186,2.5227476851851853
